Taxon	Abundance	Fraction Abundance
coded_by=2205473..2207113,organism=Methyloceanibacter caenitepidi,definition=CTP synthase	2.885	0.0018
coded_by=complement(313799..315463),organism=Granulicella tundricola MP5ACTX9,definition=CTP synthase	2.185	0.0013
coded_by=complement(1289429..1291057),organism=Candidatus Nitrososphaera gargensis Ga9.2,definition=CTP synthase	4.953	0.0031
coded_by=1138367..1140025,organism=Halorhodospira halochloris str. A,definition=CTP synthase	3.066	0.0019
coded_by=67..1698,organism=Acidisphaera rubrifaciens HS-AP3,definition=CTP synthetase	8.142000000000001	0.0050
coded_by=complement(51453..53069),organism=candidate division NC10 bacterium CSP1-5,definition=CTP synthase (CTP synthetase)	3.907	0.0024
coded_by=complement(2072269..2073879),organism=Geobacter sulfurreducens PCA,definition=CTP synthetase	1.295	0.0008
coded_by=1960519..1962144,organism=Magnetospirillum magneticum AMB-1,definition=CTP synthase	3.907	0.0024
coded_by=3781760..3783427,organism=Haliangium ochraceum DSM 14365,definition=CTP synthase	0.433	0.0003
coded_by=complement(7328..8944),organism=Fervidicola ferrireducens,definition=CTP synthase	1.827	0.0011
coded_by=567153..568781,organism=Methylocella silvestris BL2,definition=CTP synthase	14.69	0.0091
coded_by=complement(3002904..3004556),organism=Caulobacter sp. K31,definition=CTP synthase	5.393000000000001	0.0033
coded_by=complement(1180..2832),organism=Acidimicrobium sp. BACL19 MAG-120924-bin39,definition=CTP synthetase	30.892	0.0190
coded_by=407894..409660,organism=Mycobacterium mageritense DSM 44476,definition=CTP synthetase	1.733	0.0011
coded_by=11191..12804,organism=Moorella glycerini,definition=CTP synthase	3.5820000000000003	0.0022
coded_by=91018..92649,organism=Bradyrhizobium sp. DFCI-1,definition=CTP synthase	19.311999999999998	0.0119
coded_by=complement(1504607..1506256),organism=Brevundimonas sp. Leaf363,definition=CTP synthetase	1.675	0.0010
coded_by=1978349..1979980,organism=Bradyrhizobium japonicum SEMIA 5079,definition=CTP synthase	2.4610000000000003	0.0015
coded_by=21827..23476,organism=Gemmatimonas sp. SG8_28,definition=CTP synthase	5.138999999999999	0.0032
coded_by=complement(343723..345336),organism=Moorella mulderi DSM 14980,definition=CTP synthase	2.837	0.0017
coded_by=224..1855,organism=Azospirillum amazonense Y2,definition=CTP synthetase	6.17	0.0038
coded_by=6424249..6425919,organism=Kitasatospora setae KM-6054,definition=putative CTP synthase	1.559	0.0010
coded_by=complement(1562549..1564189),organism=Chloroflexus aurantiacus J-10-fl,definition=CTP synthase	1.871	0.0012
coded_by=complement(1339853..1341475),organism=Fimbriimonas ginsengisoli Gsoil 348,definition=hypothetical protein	3.641	0.0022
coded_by=1149072..1150829,organism=Actinobacteria bacterium IMCC26256,definition=CTP synthase	7.517999999999999	0.0046
coded_by=complement(219277..220905),organism=alpha proteobacterium AAP38,definition=CTP synthase	2.1879999999999997	0.0013
coded_by=8245..9897,organism=Acidimicrobiia bacterium BACL6 MAG-120322-bin79,definition=CTP synthetase	1.647	0.0010
coded_by=complement(158214..159842),organism=Devosia sp. DBB001,definition=CTP synthase	0.383	0.0002
coded_by=2122733..2124367,organism=Sphingopyxis granuli,definition=CTP synthase	6.712	0.0041
coded_by=295730..297334,organism=Herpetosiphon geysericola,definition=CTP synthetase	4.193	0.0026
coded_by=complement(1766745..1768340),organism=Bacillus sp. X1(2014),definition=CTP synthetase	2.8230000000000004	0.0017
coded_by=complement(8291617..8293269),organism=Chitinophaga pinensis DSM 2588,definition=CTP synthase	3.244	0.0020
coded_by=complement(110509..112143),organism=Gammaproteobacteria bacterium SG8_31,definition=CTP synthase	9.316	0.0057
coded_by=complement(23135..24760),organism=Phaeospirillum fulvum MGU-K5,definition=CTP synthetase	1.901	0.0012
coded_by=837948..839600,organism=Brevundimonas naejangsanensis,definition=CTP synthase	1.181	0.0007
coded_by=81564..83228,organism=Labilithrix luteola,definition=CTP synthase	16.409	0.0101
coded_by=3882..5522,organism=Cycloclasticus sp. Phe_18,definition=CTP synthetase	0.616	0.0004
coded_by=1891911..1893563,organism=Caulobacter crescentus CB15,definition=CTP synthase	1.671	0.0010
coded_by=3292040..3293755,organism=Conexibacter woesei DSM 14684,definition=CTP synthase	7.488000000000002	0.0046
coded_by=complement(3460375..3461976),organism=Desulfotomaculum reducens MI-1,definition=CTP synthase	2.46	0.0015
coded_by=1786..3417,organism=Bradyrhizobium sp. STM 3809,definition=CTP synthase (UTP--ammonia ligase) (CTP synthetase)	11.879	0.0073
coded_by=complement(1446577..1448178),organism=Brevibacillus choshinensis,definition=CTP synthase	0.726	0.0004
coded_by=complement(1218..2852),organism=bacterium SCGC AG-212-C10,definition=CTP synthetase	1.902	0.0012
coded_by=complement(7162..8793),organism=Bradyrhizobium sp. ORS 285,definition=CTP synthase (UTP--ammonia ligase) (CTP synthetase)	1.338	0.0008
coded_by=complement(35400..37031),organism=Bradyrhizobium sp. err11,definition=CTP synthase	0.227	0.0001
coded_by=complement(1959640..1961280),organism=Phenylobacterium zucineum HLK1,definition=CTP synthase (UTP-ammonia lyase)	0.699	0.0004
coded_by=1999557..2001257,organism=Streptomyces thermoautotrophicus,definition=CTP synthase	2.153	0.0013
coded_by=286548..288215,organism=Actinobacteria bacterium IMCC26207,definition=CTP synthase	4.734	0.0029
coded_by=complement(2694830..2696503),organism=Burkholderia sp. HB1,definition=CTP synthetase	2.294	0.0014
coded_by=complement(32722..34392),organism=Thermoanaerobaculum aquaticum,definition=CTP synthetase	5.507	0.0034
coded_by=1175654..1177288,organism=Sphingobium sp. MI1205,definition=CTP synthetase	2.718	0.0017
coded_by=5388..7022,organism=Parcubacteria (Adlerbacteria) bacterium GW2011_GWA1_54_10,definition=CTP synthetase	2.385	0.0015
coded_by=complement(2134387..2136069),organism=Gemmatimonas phototrophica,definition=CTP synthetase	13.208000000000002	0.0081
coded_by=complement(10304784..10306469),organism=Chondromyces crocatus,definition=CTP synthase	0.633	0.0004
coded_by=complement(1596121..1597746),organism=Magnetospirillum gryphiswaldense MSR-1,definition=CTP synthase	5.215999999999999	0.0032
coded_by=complement(216918..218555),organism=Providencia rustigianii DSM 4541,definition=CTP synthase	2.256	0.0014
coded_by=4574277..4575905,organism=Rhodoplanes sp. Z2-YC6860,definition=CTP synthase	2.767	0.0017
coded_by=48134..49780,organism=Flavihumibacter sp. CACIAM 22H1,definition=CTP synthetase	12.681	0.0078
coded_by=complement(20019..21653),organism=Novosphingobium sp. AP12,definition=CTP synthase	0.862	0.0005
coded_by=3754296..3755906,organism=Mucilaginibacter gotjawali,definition=CTP synthase	2.587	0.0016
coded_by=complement(97653..99359),organism=Phycicoccus sp. Soil802,definition=CTP synthetase	2.4459999999999997	0.0015
coded_by=complement(3305122..3306801),organism=Thermomonospora curvata DSM 43183,definition=CTP synthase	10.727	0.0066
coded_by=complement(1179515..1181122),organism=Acidimicrobium ferrooxidans DSM 10331,definition=CTP synthase	0.911	0.0006
coded_by=916..2589,organism=Actinobacteria bacterium SCGC AG-212-D09,definition=CTP synthetase	32.053	0.0198
coded_by=6364912..6366543,organism=Singulisphaera acidiphila DSM 18658,definition=CTP synthase	5.048	0.0031
coded_by=4071199..4072830,organism=Bradyrhizobium icense,definition=CTP synthase	15.893999999999993	0.0098
coded_by=complement(3914222..3915895),organism=Roseiflexus sp. RS-1,definition=CTP synthase	10.26	0.0063
coded_by=complement(924..2576),organism=Acidimicrobiia bacterium BACL6 MAG-120924-bin43,definition=CTP synthetase	2.906	0.0018
coded_by=complement(743812..745428),organism=Pedobacter cryoconitis,definition=CTP synthetase	1.727	0.0011
coded_by=110171..111817,organism=Blastopirellula marina DSM 3645,definition=CTP synthetase	1.438	0.0009
coded_by=1634924..1636534,organism=Geobacter anodireducens,definition=CTP synthetase	2.6310000000000002	0.0016
coded_by=complement(1563588..1565255),organism=Thioalkalivibrio sp. K90mix,definition=CTP synthase	0.549	0.0003
coded_by=complement(5843178..5844827),organism=Niastella koreensis GR20-10,definition=CTP synthase	1.179	0.0007
coded_by=complement(73706..75337),organism=Bradyrhizobium neotropicale,definition=CTP synthetase	0.216	0.0001
coded_by=complement(974146..975774),organism=Bosea sp. Root483D1,definition=CTP synthetase	1.528	0.0009
coded_by=complement(7792676..7794316),organism=Candidatus Solibacter usitatus Ellin6076,definition=CTP synthase	130.13299999999998	0.0802
coded_by=complement(1008693..1010327),organism=Candidatus Protochlamydia amoebophila UWE25,definition=probable CTP synthase	2.887	0.0018
coded_by=complement(159518..161116),organism=Bacillus shackletonii,definition=CTP synthase	3.129	0.0019
coded_by=1378344..1379975,organism=Acidiphilium cryptum JF-5,definition=CTP synthase	14.546000000000003	0.0090
coded_by=complement(80973..82631),organism=Coxiellaceae bacterium HT99,definition=CTP synthase	2.43	0.0015
coded_by=2911..4596,organism=Patulibacter sp. I11,definition=CTP synthase	15.319999999999999	0.0094
coded_by=87..1733,organism=uncultured bacterium,definition=hypothetical protein	6.057	0.0037
coded_by=complement(3780377..3782116),organism=Gemmatirosa kalamazoonesis,definition=CTP synthase	15.548	0.0096
coded_by=complement(3302506..3304143),organism=Oceanimonas sp. GK1,definition=CTP synthetase	2.411	0.0015
coded_by=40502..42133,organism=Gluconobacter cerinus,definition=CTP synthase	2.103	0.0013
coded_by=complement(889..2604),organism=uncultured bacterium,definition=hypothetical protein	30.206000000000003	0.0186
coded_by=1280275..1281936,organism=Burkholderia multivorans ATCC 17616,definition=CTP synthase	1.8	0.0011
coded_by=complement(4687893..4689524),organism=Bradyrhizobium sp. BTAi1,definition=CTP synthase	24.259000000000004	0.0150
coded_by=complement(51393..53024),organism=Rhodopseudomonas sp. AAP120,definition=CTP synthase	5.102000000000001	0.0031
coded_by=11886..13532,organism=uncultured marine thaumarchaeote KM3_46_H07,definition=CTP synthetase (pyrG)	4.601	0.0028
coded_by=complement(54414..56051),organism=Aquamicrobium defluvii,definition=CTP synthase	1.841	0.0011
coded_by=complement(718497..720128),organism=Afipia sp. P52-10,definition=CTP synthetase	1.726	0.0011
coded_by=3843245..3844912,organism=Roseiflexus castenholzii DSM 13941,definition=CTP synthase	6.542	0.0040
coded_by=1936..3588,organism=Acidimicrobiia bacterium BACL6 MAG-120910-bin40,definition=CTP synthetase	1.448	0.0009
coded_by=complement(17390..19018),organism=Novosphingobium lindaniclasticum LE124,definition=CTP synthetase	0.419	0.0003
coded_by=3325..4935,organism=Bacteroidetes bacterium OLB12,definition=CTP synthase	4.856999999999999	0.0030
coded_by=1141539..1143191,organism=Brevundimonas sp. Root608,definition=CTP synthetase	1.295	0.0008
coded_by=261825..263474,organism=Halothiobacillus sp. XI15,definition=CTP synthetase	0.413	0.0003
coded_by=92..2545,organism=Candidatus Accumulibacter sp. BA-94,definition=CTP synthase	0.358	0.0002
coded_by=complement(8217..9848),organism=Bradyrhizobium sp. STM 3843,definition=CTP synthase (UTP--ammonia ligase) (CTP synthetase)	10.415	0.0064
coded_by=complement(2241687..2243315),organism=Oligotropha carboxidovorans OM5,definition=CTP synthase	0.42	0.0003
coded_by=17206..18843,organism=Streptomyces aureofaciens,definition=CTP synthetase	1.146	0.0007
coded_by=4379938..4381593,organism=Planctomyces sp. SH-PL62,definition=CTP synthase	0.494	0.0003
coded_by=complement(2371666..2373414),organism=Chthonomonas calidirosea T49,definition=CTP synthase	16.051000000000002	0.0099
coded_by=32098..33750,organism=Brevundimonas sp. EAKA,definition=CTP synthase	0.881	0.0005
coded_by=complement(34772..36403),organism=Acidocella sp. MX-AZ02,definition=CTP synthetase	3.021	0.0019
coded_by=5815109..5816737,organism=Microvirga sp. V5/3M,definition=CTP synthase	0.596	0.0004
coded_by=complement(6235690..6237387),organism=Catenulispora acidiphila DSM 44928,definition=CTP synthase	3.7430000000000003	0.0023
coded_by=complement(8337921..8339522),organism=Paenibacillus mucilaginosus KNP414,definition=PyrG	1.4020000000000001	0.0009
coded_by=complement(1945613..1947307),organism=Gemmatimonas aurantiaca T-27,definition=CTP synthase	2.845	0.0018
coded_by=complement(8630..10309),organism=Streptomyces rubellomurinus subsp. indigoferus,definition=CTP synthetase	0.418	0.0003
coded_by=10802..12430,organism=Methylocystis sp. ATCC 49242,definition=CTP synthase	0.478	0.0003
coded_by=complement(4847221..4848888),organism=Anaeromyxobacter sp. K,definition=CTP synthase	1.667	0.0010
coded_by=complement(845..2677),organism=Chlorobi bacterium OLB7,definition=CTP synthase	5.247	0.0032
coded_by=complement(5415..7085),organism=Microbispora sp. ATCC PTA-5024,definition=CTP synthetase	27.162999999999997	0.0167
coded_by=2515807..2517522,organism=Burkholderia sp. PAMC 26561,definition=CTP synthetase	0.501	0.0003
coded_by=complement(3713..5356),organism=Thiotrichales bacterium SG8_50,definition=CTP synthase	5.651	0.0035
coded_by=27810..29435,organism=Magnetospirillum sp. SO-1,definition=CTP synthetase	9.088999999999999	0.0056
coded_by=4033467..4035098,organism=Bradyrhizobium oligotrophicum S58,definition=CTP synthetase	11.808	0.0073
coded_by=4971114..4972784,organism=Acidobacteria bacterium DSM 100886,definition=CTP synthase	30.389999999999993	0.0187
coded_by=1649211..1650845,organism=Acetobacter ghanensis,definition=CTP synthase	1.363	0.0008
coded_by=2112869..2114503,organism=Acetobacter pasteurianus,definition=CTP synthetase	1.312	0.0008
coded_by=1660860..1662488,organism=Beijerinckia indica subsp. indica ATCC 9039,definition=CTP synthase	1.717	0.0011
coded_by=29848..31476,organism=Rhizobium leguminosarum bv. trifolii,definition=CTP synthase	2.303	0.0014
coded_by=complement(2227382..2229019),organism=Planctomyces limnophilus DSM 3776,definition=CTP synthase	5.9750000000000005	0.0037
