Taxon	Abundance	Fraction Abundance
coded_by=complement(3584714..3585199),organism=Hymenobacter sp. APR13,definition=hypothetical protein	1.322	0.0077
coded_by=366..857,organism=uncultured bacterium,definition=Dihydrofolate reductase	1.552	0.0091
coded_by=complement(2600373..2600864),organism=Tolumonas auensis DSM 9187,definition=Dihydrofolate reductase	1.689	0.0099
coded_by=570..1043,organism=uncultured bacterium,definition=Dihydrofolate reductase	4.15	0.0243
coded_by=142..669,organism=uncultured bacterium,definition=dihydrofolate reductase	2.058	0.0120
coded_by=160057..160557,organism=Burkholderia monticola,definition=diacylglycerol kinase	1.226	0.0072
coded_by=270..779,organism=uncultured bacterium,definition=Dihydrofolate reductase	1.012	0.0059
coded_by=1863..2360,organism=uncultured bacterium,definition=Dihydrofolate reductase	3.937	0.0230
coded_by=complement(6326482..6326994),organism=Bradyrhizobium sp. BTAi1,definition=dihydrofolate reductase	1.602	0.0094
coded_by=653284..653808,organism=Methylocella silvestris BL2,definition=Dihydrofolate reductase	3.205	0.0188
coded_by=complement(121136..121612),organism=Shewanella sp. P1-14-1,definition=Dihydrofolate reductase type 3	2.907	0.0170
coded_by=complement(5817886..5818437),organism=Dyadobacter fermentans DSM 18053,definition=Dihydrofolate reductase	2.324	0.0136
coded_by=complement(330..797),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.198	0.0070
coded_by=1236420..1236902,organism=Shewanella baltica OS185,definition=Dihydrofolate reductase	1.297	0.0076
coded_by=1292..1798,organism=uncultured bacterium,definition=Dihydrofolate reductase	1.437	0.0084
coded_by=complement(97530..98042),organism=Bradyrhizobium sp. err11,definition=dihydrofolate reductase	2.28	0.0133
coded_by=1531..2046,organism=uncultured bacterium,definition=Dihydrofolate reductase	2.516	0.0147
coded_by=complement(2212193..2212759),organism=Xylella fastidiosa 9a5c,definition=dihydrofolate reductase type III	1.08	0.0063
coded_by=1293512..1294003,organism=Aeromonas veronii,definition=diacylglycerol kinase	1.007	0.0059
coded_by=272..772,organism=uncultured bacterium,definition=Dihydrofolate reductase	1.621	0.0095
coded_by=complement(3621975..3622478),organism=Thalassolituus oleivorans R6-15,definition=dihydrofolate reductase	2.776	0.0162
coded_by=1478..1993,organism=uncultured bacterium,definition=Dihydrofolate reductase	2.534	0.0148
coded_by=328929..329438,organism=Bradyrhizobium sp. Leaf396,definition=diacylglycerol kinase	5.023	0.0294
coded_by=complement(1324..1842),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.988	0.0116
coded_by=complement(1025859..1026368),organism=Bartonella australis Aust/NH1,definition=dihydrofolate reductase	1.149	0.0067
coded_by=103007..103519,organism=Bradyrhizobium valentinum,definition=diacylglycerol kinase	1.646	0.0096
coded_by=complement(<1..497),organism=uncultured bacterium,definition=dihydrofolate reductase	3.261	0.0191
coded_by=426858..427352,organism=Fictibacillus enclensis,definition=dihydrofolate reductase	1.537	0.0090
coded_by=46956..47471,organism=Lysobacter arseniciresistens ZS79,definition=diacylglycerol kinase	2.281	0.0134
coded_by=complement(29..535),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.723	0.0101
coded_by=7178..7693,organism=Brevundimonas sp. AAP58,definition=dihydrofolate reductase	7.099	0.0416
coded_by=complement(120733..121245),organism=Pseudomonas alcaligenes NBRC 14159,definition=dihydrofolate reductase FolA	1.132	0.0066
coded_by=complement(188890..189408),organism=marine sediment metagenome,definition=hypothetical protein	1.276	0.0075
coded_by=450875..451381,organism=Bosea sp. Leaf344,definition=diacylglycerol kinase	1.646	0.0096
coded_by=complement(152..637),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.25	0.0073
coded_by=complement(8670..9155),organism=uncultured bacterium,definition=hypothetical protein	1.19	0.0070
coded_by=6613..7110,organism=SAR92 bacterium BACL26 MAG-121220-bin70,definition=dihydrofolate reductase	1.727	0.0101
coded_by=complement(38..535),organism=uncultured bacterium,definition=Dihydrofolate reductase	2.884	0.0169
coded_by=1934444..1934965,organism=Variibacter gotjawalensis,definition=dihydrofolate reductase type 3	2.207	0.0129
coded_by=complement(3808775..3809266),organism=Ferrimonas balearica DSM 9799,definition=dihydrofolate reductase	2.837	0.0166
