Taxon	Abundance	Fraction Abundance
coded_by=complement(65961..66383),organism=Acidovorax soli,definition=arsenate reductase	1.527	0.0038
coded_by=complement(924027..924449),organism=Brevundimonas naejangsanensis,definition=arsenate reductase (glutaredoxin)	3.4130000000000003	0.0085
coded_by=357886..358230,organism=Microbulbifer yueqingensis,definition=arsenate reductase	1.425	0.0036
coded_by=347105..347533,organism=Enterobacter sp. R4-368,definition=arsenate reductase	1.744	0.0044
coded_by=67950..68360,organism=Bradyrhizobium sp. cf659,definition=arsenate reductase	1.586	0.0040
coded_by=3177423..3177857,organism=Azospirillum sp. B510,definition=arsenate reductase	1.724	0.0043
coded_by=complement(74398..74829),organism=Sphingopyxis granuli,definition=Arsenate reductase	1.455	0.0036
coded_by=complement(40704..41144),organism=Methylobacterium brachiatum,definition=arsenate reductase	1.631	0.0041
coded_by=673..1107,organism=Ochrobactrum tritici,definition=arsenate reductase	1.235	0.0031
coded_by=8748..9173,organism=Nitrobacter sp. Nb-311A,definition=arsenate reductase	2.393	0.0060
coded_by=122205..122615,organism=Bradyrhizobium sp. Rc3b,definition=arsenate reductase	2.219	0.0055
coded_by=290167..290589,organism=Burkholderiales bacterium 67-32,definition=arsenate reductase (glutaredoxin)	1.438	0.0036
coded_by=10604..10945,organism=Alphaproteobacteria bacterium 13_1_20CM_3_64_12,definition=arsenate reductase (glutaredoxin)	5.556	0.0139
coded_by=complement(17412..17837),organism=Bosea sp. LC85,definition=Arsenate reductase	1.439	0.0036
coded_by=198516..198923,organism=Bradyrhizobium sp. LMTR 3,definition=arsenate reductase (glutaredoxin)	1.661	0.0041
coded_by=4918528..4918950,organism=Achromobacter xylosoxidans,definition=Arsenate reductase	1.726	0.0043
coded_by=352432..352857,organism=bacterium YEK0313,definition=Arsenate reductase	1.325	0.0033
coded_by=complement(3928971..3929402),organism=Sphingomonas haloaromaticamans,definition=Arsenate reductase	1.754	0.0044
coded_by=complement(5086..5520),organism=Sinorhizobium sp. M14,definition=putative thioredoxin like arsenate reductase	1.478	0.0037
coded_by=complement(36519..36941),organism=Agrobacterium sp. ATCC 31749,definition=arsenate reductase	1.14	0.0028
coded_by=142702..143106,organism=Aureimonas phyllosphaerae,definition=arsenate reductase	1.417	0.0035
coded_by=complement(59723..60160),organism=Tropicimonas isoalkanivorans,definition=arsenate reductase	2.769	0.0069
coded_by=2660892..2661293,organism=Bradyrhizobium sp. AT1,definition=arsenate reductase	5.834	0.0146
coded_by=complement(316507..316932),organism=Sphingobium chungbukense,definition=arsenate reductase	1.739	0.0043
coded_by=9948..10376,organism=Acidocella sp. MX-AZ02,definition=arsenate reductase	1.043	0.0026
coded_by=<1..>353,organism=uncultured bacterium,definition=arsenate reductase	3.865	0.0097
coded_by=complement(34955..35362),organism=Rhodomicrobium udaipurense JA643,definition=arsenate reductase	2.266	0.0057
coded_by=complement(65098..65499),organism=Bradyrhizobium neotropicale,definition=arsenate reductase	12.612	0.0315
coded_by=12103..12501,organism=Afipia sp. 62-7,definition=arsenate reductase (glutaredoxin)	3.872	0.0097
coded_by=complement(627594..628007),organism=Aureimonas jatrophae,definition=arsenate reductase	1.875	0.0047
coded_by=complement(733782..734216),organism=Rhizobium sp. Leaf306,definition=arsenate reductase	3.281	0.0082
coded_by=259397..259822,organism=Bosea sp. 67-29,definition=arsenate reductase (glutaredoxin)	1.087	0.0027
coded_by=249605..249964,organism=Burkholderia panaciterrae,definition=arsenate reductase (glutaredoxin)	1.136	0.0028
coded_by=complement(482507..482854),organism=Sulfuricaulis limicola,definition=arsenate reductase	1.225	0.0031
coded_by=complement(61318..61740),organism=Komagataeibacter xylinus E25,definition=Arsenate reductase	3.116	0.0078
coded_by=39331..39678,organism=Blastomonas sp. CACIA14H2,definition=arsenate reductase	3.575	0.0089
coded_by=<1..>350,organism=uncultured bacterium,definition=arsenate reductase	10.855	0.0271
coded_by=<1..>357,organism=uncultured bacterium,definition=arsenite reductase	2.345	0.0059
coded_by=<1..>354,organism=uncultured bacterium,definition=arsenate reductase	1.653	0.0041
coded_by=complement(323945..324295),organism=Halioglobus sp. HI00S01,definition=arsenate reductase (glutaredoxin)	3.243	0.0081
coded_by=2788508..2788873,organism=Gluconacetobacter diazotrophicus PAl 5,definition=arsenate reductase	2.605	0.0065
coded_by=complement(6462..6884),organism=Acetobacter indonesiensis 5H-1,definition=arsenate reductase	1.015	0.0025
