Taxon	Abundance	Fraction Abundance
coded_by=929..2572,organism=Streptomyces sp. NRRL S-495,definition=CTP synthetase	6.183	0.0027
coded_by=complement(1066..2679),organism=Nitrospira sp. SCGC AG-212-E16,definition=CTP synthetase	3.002	0.0013
coded_by=complement(108624..110225),organism=Chthoniobacter flavus Ellin428,definition=CTP synthase	35.211999999999996	0.0151
coded_by=complement(885..2501),organism=marine sediment metagenome,definition=hypothetical protein	2.051	0.0009
coded_by=141477..143108,organism=Bradyrhizobium pachyrhizi,definition=CTP synthase	1.914	0.0008
coded_by=92..2545,organism=Candidatus Accumulibacter sp. BA-94,definition=CTP synthase	0.5	0.0002
coded_by=complement(2449918..2451588),organism=Rhodanobacter denitrificans,definition=CTP synthase	0.674	0.0003
coded_by=309030..310631,organism=Thaumarchaeota archaeon N4,definition=CTP synthase	64.851	0.0278
coded_by=3067..4695,organism=Inquilinus limosus MP06,definition=CTP synthase	4.332	0.0019
coded_by=5519635..5521275,organism=Granulicella mallensis MP5ACTX8,definition=CTP synthase	6.003	0.0026
coded_by=2205473..2207113,organism=Methyloceanibacter caenitepidi,definition=CTP synthase	4.959	0.0021
coded_by=complement(70005..71675),organism=Rhodanobacter sp. FW104-R8,definition=CTP synthetase	2.459	0.0011
coded_by=complement(2783799..2785430),organism=Azospirillum thiophilum,definition=CTP synthase	2.66	0.0011
coded_by=complement(4643716..4645347),organism=Bradyrhizobium diazoefficiens USDA 110,definition=CTP synthase	0.918	0.0004
coded_by=complement(313799..315463),organism=Granulicella tundricola MP5ACTX9,definition=CTP synthase	19.880000000000003	0.0085
coded_by=1570230..1571861,organism=Azospirillum sp. B510,definition=CTP synthase	9.537	0.0041
coded_by=complement(1289429..1291057),organism=Candidatus Nitrososphaera gargensis Ga9.2,definition=CTP synthase	7.002	0.0030
coded_by=4379938..4381593,organism=Planctomyces sp. SH-PL62,definition=CTP synthase	14.69	0.0063
coded_by=16197..17828,organism=Bradyrhizobium sp. YR681,definition=CTP synthase	2.028	0.0009
coded_by=complement(2371666..2373414),organism=Chthonomonas calidirosea T49,definition=CTP synthase	2.784	0.0012
coded_by=complement(1730525..1732153),organism=Hyphomicrobium nitrativorans NL23,definition=CTP synthetase	1.654	0.0007
coded_by=complement(1626897..1628558),organism=Sulfuricella denitrificans skB26,definition=CTP synthetase	5.6259999999999994	0.0024
coded_by=complement(6235690..6237387),organism=Catenulispora acidiphila DSM 44928,definition=CTP synthase	0.668	0.0003
coded_by=1960519..1962144,organism=Magnetospirillum magneticum AMB-1,definition=CTP synthase	3.4480000000000004	0.0015
coded_by=54051..55679,organism=Candidatus Bathyarchaeota archaeon B24,definition=CTP synthetase	2.478	0.0011
coded_by=complement(1247119..1248807),organism=Nocardioides sp. Leaf285,definition=CTP synthetase	0.404	0.0002
coded_by=complement(3067820..3069454),organism=Desulfobacterium autotrophicum HRM2,definition=PyrG	1.488	0.0006
coded_by=10802..12430,organism=Methylocystis sp. ATCC 49242,definition=CTP synthase	1.334	0.0006
coded_by=complement(33606..35276),organism=Opitutaceae bacterium TAV3,definition=CTP synthase	1.353	0.0006
coded_by=567153..568781,organism=Methylocella silvestris BL2,definition=CTP synthase	97.902	0.0420
coded_by=complement(4847221..4848888),organism=Anaeromyxobacter sp. K,definition=CTP synthase	1.576	0.0007
coded_by=complement(4083394..4085049),organism=Bordetella flabilis,definition=CTP synthase	2.499	0.0011
coded_by=2498661..2500283,organism=Candidatus Nitrospira defluvii,definition=CTP synthetase	6.112	0.0026
coded_by=complement(484983..486617),organism=Hydrogenovibrio marinus,definition=CTP synthetase	17.524	0.0075
coded_by=1274800..1276443,organism=Thioalkalivibrio sulfidophilus HL-EbGr7,definition=CTP synthase	4.282	0.0018
coded_by=complement(1778561..1780213),organism=Pusillimonas sp. T7-7,definition=CTP synthetase	1.135	0.0005
coded_by=complement(54393..56099),organism=Knoellia flava TL1,definition=CTP synthetase	0.398	0.0002
coded_by=1303..>2882,organism=Candidatus Nitrosopumilus salaria BD31,definition=CTP synthase	52.001	0.0223
coded_by=27810..29435,organism=Magnetospirillum sp. SO-1,definition=CTP synthetase	34.554	0.0148
coded_by=4033467..4035098,organism=Bradyrhizobium oligotrophicum S58,definition=CTP synthetase	26.293000000000003	0.0113
coded_by=4971114..4972784,organism=Acidobacteria bacterium DSM 100886,definition=CTP synthase	5.83	0.0025
coded_by=complement(1180..2832),organism=Acidimicrobium sp. BACL19 MAG-120924-bin39,definition=CTP synthetase	4.459	0.0019
coded_by=complement(140642..142273),organism=marine sediment metagenome,definition=hypothetical protein	0.547	0.0002
coded_by=complement(46888..48516),organism=Oceanibaculum pacificum,definition=CTP synthetase	11.064	0.0047
coded_by=1695394..1697058,organism=Stenotrophomonas maltophilia,definition=CTP synthetase	0.858	0.0004
coded_by=1660860..1662488,organism=Beijerinckia indica subsp. indica ATCC 9039,definition=CTP synthase	2.108	0.0009
coded_by=complement(7231875..7233572),organism=Kutzneria albida DSM 43870,definition=hypothetical protein	0.243	0.0001
coded_by=complement(50243..51868),organism=Magnetospirillum marisnigri,definition=CTP synthetase	23.313000000000002	0.0100
coded_by=1437106..1438722,organism=Geobacter metallireducens GS-15,definition=CTP synthetase	32.081	0.0138
coded_by=complement(1694..3418),organism=candidate division TM6 bacterium GW2011_GWF2_30_66,definition=CTP synthase	4.751	0.0020
