Taxon	Abundance	Fraction Abundance
coded_by=20517..20900,organism=Acidovorax sp. CF316,definition=glutaredoxin-dependent arsenate reductase	1.636	0.0037
coded_by=1..402,organism=Mesorhizobium loti,definition=arsenate reductase	9.211	0.0207
coded_by=complement(420877..421296),organism=Hyphomonas adhaerens MHS-3,definition=arsenate reductase	1.077	0.0024
coded_by=611..970,organism=Phenylobacterium sp. SCN 69-14,definition=arsenate reductase (glutaredoxin)	4.444	0.0100
coded_by=83827..84252,organism=bacterium YEK0313,definition=Arsenate reductase	1.12	0.0025
coded_by=complement(112781..113203),organism=Comamonas sp. SCN 67-35,definition=arsenate reductase (glutaredoxin)	2.731	0.0061
coded_by=<1..>353,organism=uncultured bacterium,definition=arsenate reductase	3.781	0.0085
coded_by=53384..53728,organism=Mycobacterium shimoidei,definition=arsenate reductase (glutaredoxin)	1.294	0.0029
coded_by=49260..49694,organism=Novosphingobium sp. FSW06-99,definition=arsenate reductase	1.161	0.0026
coded_by=complement(65098..65499),organism=Bradyrhizobium neotropicale,definition=arsenate reductase	1.692	0.0038
coded_by=complement(119521..119934),organism=Mesorhizobium loti,definition=arsenate reductase	2.675	0.0060
coded_by=complement(1887514..1887939),organism=Caulobacter sp. K31,definition=arsenate reductase	1.444	0.0032
coded_by=1903..2250,organism=Mycobacterium sp. E2978,definition=arsenate reductase (glutaredoxin)	5.3260000000000005	0.0120
coded_by=<1..>350,organism=uncultured bacterium,definition=arsenate reductase	9.145999999999999	0.0206
coded_by=complement(23557..23928),organism=Bradyrhizobium sp. NAS80.1,definition=arsenate reductase	4.597	0.0103
