Taxon	Abundance	Fraction Abundance
coded_by=33505..34569,organism=Afipia sp. P52-10,definition=arsenic transporter	12.276	0.0087
coded_by=1626289..1627353,organism=Candidatus Filomicrobium marinum,definition=conserved membrane protein of unknown function	14.251	0.0101
coded_by=complement(345591..346712),organism=Sulfuricaulis limicola,definition=arsenic transporter	1.01	0.0007
coded_by=38028..39104,organism=Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36,definition=arsenical-resistance protein	5.994	0.0042
coded_by=2409..3464,organism=Roseomonas mucosa,definition=arsenical-resistance protein	3.162	0.0022
coded_by=9313..10389,organism=Planctomycetes bacterium RBG_13_63_9,definition=arsenical-resistance protein	1.814	0.0013
coded_by=complement(4256220..4257365),organism=Anaeromyxobacter sp. Fw109-5,definition=arsenical-resistance protein	2.798	0.0020
coded_by=1907253..1908329,organism=Methanobacterium lacus,definition=arsenical-resistance protein	33.452	0.0237
coded_by=770..1885,organism=Bdellovibrionales bacterium RIFOXYD1_FULL_53_11,definition=arsenical-resistance protein	2.171	0.0015
coded_by=complement(4022..5077),organism=Armatimonadetes bacterium RBG_16_58_9,definition=arsenical-resistance protein	7.834	0.0056
coded_by=complement(148201..149298),organism=Mycobacterium abscessus,definition=Probable arsenic-transport integral membrane protein ArsC	1.32	0.0009
coded_by=39566..40699,organism=Gemmatimonadetes bacterium SCN 70-22,definition=arsenical-resistance protein	5.671	0.0040
coded_by=1927..3036,organism=Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26,definition=arsenical-resistance protein	4.786	0.0034
coded_by=99..1160,organism=Geobacillus sp. A1,definition=ArsB2	1.759	0.0012
coded_by=complement(65463..66596),organism=Gemmatimonadetes bacterium SCN 70-22,definition=arsenical-resistance protein	2.784	0.0020
coded_by=92466..93542,organism=Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24,definition=arsenical-resistance protein	13.807	0.0098
coded_by=416915..418009,organism=Cystobacter fuscus DSM 2262,definition=Arsenical-resistance protein ACR3	10.971	0.0078
coded_by=1847..3055,organism=Actinobacteria bacterium RBG_16_68_12,definition=arsenical-resistance protein	83.457	0.0591
