Taxon	Abundance	Fraction Abundance
coded_by=39291..39704,organism=Mesorhizobium sp. ORS3428,definition=arsenate reductase (glutaredoxin)	1.921	0.0069
coded_by=233915..234328,organism=Mesorhizobium plurifarium,definition=arsenate reductase	0.763	0.0028
coded_by=160151..160570,organism=Caulobacter sp. Root487D2Y,definition=arsenate reductase	3.739	0.0135
coded_by=complement(736580..737002),organism=Sinorhizobium meliloti BL225C,definition=arsenate reductase	1.738	0.0063
coded_by=complement(4104160..4104591),organism=Acidovorax avenae subsp. avenae ATCC 19860,definition=arsenate reductase	1.068	0.0039
coded_by=complement(31737..32159),organism=Burkholderia sp. LMG 29326,definition=arsenate reductase	4.46	0.0161
coded_by=32519..32926,organism=Bradyrhizobium jicamae,definition=arsenate reductase	1.005	0.0036
coded_by=30799..31221,organism=Acetobacter pasteurianus,definition=arsenate reductase	2.102	0.0076
coded_by=complement(1037879..1038298),organism=Curvibacter putative symbiont of Hydra magnipapillata,definition=Arsenate reductase	2.014	0.0073
coded_by=complement(19170..19595),organism=Microvirga sp. BSC39,definition=arsenate reductase	0.86	0.0031
coded_by=21497..21940,organism=Alphaproteobacteria bacterium 62-8,definition=arsenate reductase (glutaredoxin)	1.342	0.0049
coded_by=complement(471874..472296),organism=Burkholderia sp. WP9,definition=arsenate reductase	2.535	0.0092
coded_by=complement(134892..135296),organism=Brevundimonas sp. Leaf280,definition=arsenate reductase	1.316	0.0048
coded_by=1909780..1910205,organism=Rhodopseudomonas palustris DX-1,definition=arsenate reductase	1.694	0.0061
coded_by=complement(10582..11019),organism=Acidocella sp. MX-AZ02,definition=arsenate reductase	1.206	0.0044
coded_by=complement(344131..344490),organism=Herbaspirillum hiltneri N3,definition=arsenate reductase	2.01	0.0073
coded_by=213966..214391,organism=Bosea sp. Root670,definition=arsenate reductase	3.2220000000000004	0.0117
coded_by=complement(419531..419941),organism=Bradyrhizobium japonicum,definition=arsenate reductase	1.254	0.0045
coded_by=52887..53297,organism=Mesorhizobium sp. WSM3873,definition=arsenate reductase (glutaredoxin)	1.736	0.0063
coded_by=complement(137174..137605),organism=Sphingobium czechense LL01,definition=arsenate reductase	1.083	0.0039
coded_by=3909847..3910269,organism=Massilia sp. WG5,definition=arsenate reductase	1.198	0.0043
coded_by=5832369..5832794,organism=Methylobacterium nodulans ORS 2060,definition=arsenate reductase	2.5940000000000003	0.0094
coded_by=165379..165801,organism=Rhizobium sp. LC145,definition=arsenate reductase	1.35	0.0049
coded_by=complement(3362528..3362887),organism=Burkholderia xenovorans LB400,definition=Arsenate reductase	1.019	0.0037
coded_by=complement(573879..574301),organism=Burkholderia sp. OLGA172,definition=arsenate reductase	2.9050000000000002	0.0105
coded_by=21059..21481,organism=Skermanella stibiiresistens SB22,definition=arsenate reductase	4.991	0.0180
coded_by=complement(198414..198836),organism=Pararhizobium polonicum,definition=arsenate reductase	1.728	0.0062
coded_by=71392..71823,organism=Pseudorhodoferax sp. Leaf265,definition=arsenate reductase	1.566	0.0057
coded_by=1680520..1680903,organism=Burkholderia fungorum,definition=arsenate reductase	1.074	0.0039
coded_by=58984..59385,organism=Bradyrhizobium liaoningense,definition=arsenate reductase (glutaredoxin)	2.112	0.0076
coded_by=complement(61087..61512),organism=Thiomonas bhubaneswarensis,definition=arsenate reductase (glutaredoxin)	1.155	0.0042
coded_by=complement(193874..194302),organism=Sphingomonas sp. NFR15,definition=arsenate reductase	1.495	0.0054
coded_by=2247..2672,organism=Paracoccus yeei,definition=arsenate reductase, ArsC	3.057	0.0111
coded_by=<1..>356,organism=uncultured bacterium,definition=arsenite reductase	1.374	0.0050
coded_by=complement(4374374..4374799),organism=Rhodopseudomonas palustris TIE-1,definition=arsenate reductase	1.608	0.0058
coded_by=complement(1415203..1415625),organism=Pseudomonas aeruginosa,definition=arsenate reductase	1.066	0.0039
coded_by=complement(57307..57717),organism=Mesorhizobium sp. ORS3324,definition=arsenate reductase	1.228	0.0044
coded_by=4918528..4918950,organism=Achromobacter xylosoxidans,definition=Arsenate reductase	1.229	0.0044
coded_by=complement(766907..767311),organism=Afipia broomeae ATCC 49717,definition=arsenate reductase (glutaredoxin)	1.461	0.0053
coded_by=352432..352857,organism=bacterium YEK0313,definition=Arsenate reductase	0.966	0.0035
coded_by=complement(592..948),organism=mine drainage metagenome,definition=arsenate reductase	1.013	0.0037
coded_by=1428126..1428590,organism=Polymorphum gilvum SL003B-26A1,definition=Arsenate reductase (Glutaredoxin)	1.178	0.0043
coded_by=1..402,organism=Mesorhizobium loti,definition=arsenate reductase	5.474	0.0198
coded_by=complement(316507..316932),organism=Sphingobium chungbukense,definition=arsenate reductase	1.35	0.0049
coded_by=complement(59723..60160),organism=Tropicimonas isoalkanivorans,definition=arsenate reductase	1.559	0.0056
coded_by=complement(22054..22479),organism=Roseomonas cervicalis ATCC 49957,definition=arsenate reductase (glutaredoxin)	1.24	0.0045
coded_by=<1..>353,organism=uncultured bacterium,definition=arsenate reductase	9.09	0.0329
coded_by=100357..100782,organism=Rhodopseudomonas sp. AAP120,definition=arsenate reductase	1.238	0.0045
coded_by=complement(61318..61740),organism=Komagataeibacter xylinus E25,definition=Arsenate reductase	1.622	0.0059
coded_by=4325164..4325601,organism=Methylobacterium extorquens AM1,definition=arsenate reductase (glutaredoxin family)	1.3	0.0047
coded_by=5026531..5026932,organism=Bradyrhizobium sp. S23321,definition=arsenate reductase	1.568	0.0057
