Taxon	Abundance	Fraction Abundance
coded_by=346232..346720,organism=Altererythrobacter namhicola,definition=Dihydrofolate reductase type 3	4.254	0.0086
coded_by=complement(3621975..3622478),organism=Thalassolituus oleivorans R6-15,definition=dihydrofolate reductase	4.177	0.0084
coded_by=328929..329438,organism=Bradyrhizobium sp. Leaf396,definition=diacylglycerol kinase	6.258	0.0126
coded_by=complement(1324..1842),organism=uncultured bacterium,definition=Dihydrofolate reductase	3.717	0.0075
coded_by=complement(1204487..1204975),organism=Aneurinibacillus sp. XH2,definition=dihydrofolate reductase	4.575	0.0092
coded_by=1894..2400,organism=Nitrosospira sp. APG3,definition=Dihydrofolate reductase	2.296	0.0046
coded_by=complement(268496..269014),organism=Aminobacter sp. Root100,definition=diacylglycerol kinase	14.113	0.0285
coded_by=complement(3666939..3667454),organism=Bosea sp. RAC05,definition=dihydrofolate reductase family protein	2.054	0.0041
coded_by=complement(1884610..1885113),organism=Ralstonia mannitolilytica,definition=diacylglycerol kinase	1.051	0.0021
coded_by=complement(907..1404),organism=uncultured bacterium,definition=Dihydrofolate reductase	3.168	0.0064
coded_by=complement(<1..497),organism=uncultured bacterium,definition=dihydrofolate reductase	30.099	0.0607
coded_by=184..687,organism=uncultured bacterium,definition=Dihydrofolate reductase	5.08	0.0102
coded_by=complement(22058..22555),organism=Gallionella sp. ShG14-8,definition=Dihydrofolate reductase	1.405	0.0028
coded_by=complement(187..>634),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.0	0.0020
coded_by=complement(29..535),organism=uncultured bacterium,definition=Dihydrofolate reductase	6.1	0.0123
coded_by=233..712,organism=uncultured bacterium,definition=Dihydrofolate reductase	1.952	0.0039
coded_by=complement(157..648),organism=uncultured bacterium,definition=Dihydrofolate reductase	1.135	0.0023
coded_by=complement(121329..121826),organism=Flavobacterium glycines,definition=diacylglycerol kinase	1.919	0.0039
coded_by=complement(276277..276768),organism=Brevibacillus choshinensis,definition=dihydrofolate reductase	1.042	0.0021
coded_by=739..1236,organism=uncultured bacterium,definition=Dihydrofolate reductase	67.962	0.1371
coded_by=complement(876..1370),organism=uncultured bacterium,definition=Dihydrofolate reductase	19.002000000000002	0.0383
coded_by=1934444..1934965,organism=Variibacter gotjawalensis,definition=dihydrofolate reductase type 3	18.93	0.0382
coded_by=complement(3808775..3809266),organism=Ferrimonas balearica DSM 9799,definition=dihydrofolate reductase	9.645	0.0195
